,Name,Type,Nominations,Wins,Awards,Performances
1002,The Country House,Original,0,0,[],61
1003,The Curious Incident of the Dog in the Night-Time,Play+Original,23,18,"['Astaire Awards + Nominee + Best Male Dancer', 'Astaire Awards + Nominee + Best Choreographer', 'Drama Desk Award + Winner + Outstanding Lighting Design', 'Drama Desk Award + Winner + Outstanding Sound Design of a Play', 'Drama Desk Award + Winner + Outstanding Director of a Play', 'Drama Desk Award + Winner + Outstanding Projection Design', 'Drama Desk Award + Winner + Outstanding Play', 'Drama Desk Award + Winner + Outstanding Actor in a Play', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Winner + Distinguished Production of a Play', 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Outer Critics Circle + Winner + Outstanding Lighting Design', 'Outer Critics Circle + Winner + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Outer Critics Circle + Winner + Outstanding Set Design', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Winner + Best Lighting Design of a Play', 'Tony Award + Winner + Best Direction of a Play', 'Tony Award + Winner + Best Play', 'Tony Award + Winner + Best Actor in a Play', 'Tony Award + Winner + Best Scenic Design of a Play']",799
1004,It's Only a Play,Original,4,1,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actor in a Play']",274
1005,On the Town,Musical+Revival,18,3,"['Astaire Awards + Nominee + Best Female Dancer', 'Astaire Awards + Nominee + Best Male Dancer', 'Astaire Awards + Winner + Best Male Dancer', 'Astaire Awards + Nominee + Best Male Dancer', 'Astaire Awards + Winner + Best Choreographer', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Actor in a Musical']",368
1006,Disgraced,Original,2,1,"['Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Play']",149
1007,The Last Ship,Musical+Original,11,1,"['Astaire Awards + Nominee + Best Choreographer', 'Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Outer Critics Circle + Nominee + Outstanding Book of a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Orchestrations']",105
1008,The Real Thing,Drama+Revival,0,0,[],76
1009,The River,Original,1,0,['Drama League + Nominee + Distinguished Performance'],97
1010,"Everybody, Rise! A Celebration of Elaine Stritch",Original,0,0,[],1
1011,Side Show,Revival,8,0,"['Astaire Awards + Nominee + Best Female Dancer', 'Astaire Awards + Nominee + Best Female Dancer', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical']",56
1012,A Delicate Balance,Play+Drama+Revival,0,0,[],108
1013,The Illusionists - Witness the Impossible,Original,0,0,[],45
1014,The Elephant Man,Play+Revival,13,1,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Winner + Outstanding Revival of a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Revival of a Play']",83
1015,The Temptations & The Four Tops On Broadway,Original,0,0,[],7
1016,Constellations,Play+One Act+Original,5,1,"['Drama League + Nominee + Distinguished Production of a Play', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Actress in a Play']",76
1017,Honeymoon in Vegas,Musical+Original,6,0,"['Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama League + Nominee + Distinguished Performance']",93
1018,Fish in the Dark,Original,0,0,[],173
1019,The Audience,Musical+Original,14,5,"['Drama Desk Award + Winner + Outstanding Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama League + Nominee + Distinguished Production of a Play', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Winner + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Winner + Best Featured Actor in a Play', 'Tony Award + Winner + Best Actress in a Play']",114
1020,On the Twentieth Century,Musical+Revival,26,3,"['Astaire Awards + Nominee + Best Male Dancer', 'Astaire Awards + Nominee + Best Male Dancer', 'Astaire Awards + Nominee + Best Male Dancer', 'Astaire Awards + Nominee + Best Male Dancer', 'Astaire Awards + Nominee + Best Choreographer', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Winner + Outstanding Actress in a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Scenic Design of a Musical']",144
1021,The Heidi Chronicles,Revival,7,0,"['Drama League + Nominee + Distinguished Revival of a Play', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Tony Award + Nominee + Best Actress in a Play']",53
1022,Skylight,Play+Revival,12,1,"['Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Winner + Best Revival of a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Lighting Design of a Play']",85
1023,Hand to God,Play+Original,8,1,"['Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Production of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Play', 'Tony Award + Nominee + Best Direction of a Play']",311
1024,Gigi,Comedy+Revival,3,1,"['Drama Desk Award + Winner + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical']",86
1025,Wolf Hall: Parts 1 & 2,Original,23,1,"['Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Winner + Best Costume Design of a Play']",103
1026,An American in Paris,Musical+Original,41,18,"['Astaire Awards + Winner + Best Male Dancer', 'Astaire Awards + Winner + Best Choreographer', 'Astaire Awards + Nominee + Best Female Dancer', 'Astaire Awards + Winner + Best Female Dancer', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Winner + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Projection Design', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Winner + Outstanding Set Design', 'Drama Desk Award + Winner + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama League + Winner + Distinguished Production of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Winner + Outstanding Choreographer', 'Outer Critics Circle + Winner + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Theatre World Awards + Winner + Dorothy Loudon Award for Excellence', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Musical', 'Tony Award + Winner + Best Orchestrations', 'Tony Award + Winner + Best Choreography', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Winner + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Costume Design of a Musical']",623
1027,It Shoulda Been You,Musical+Original,12,0,"['Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Book of a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical']",135
1028,Finding Neverland,Musical+Original,7,0,"['Astaire Awards + Nominee + Best Choreographer', 'Astaire Awards + Nominee + Best Female Dancer', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance']",565
1029,The King and I,Musical+Revival,21,9,"['Astaire Awards + Nominee + Best Female Dancer', 'Astaire Awards + Nominee + Best Choreographer', 'Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama Desk Award + Winner + Outstanding Revival of a Musical', 'Drama League + Winner + Distinguished Revival of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Winner + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Revival of a Musical', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Winner + Best Costume Design of a Musical', 'Tony Award + Winner + Best Revival of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Winner + Best Actress in a Musical', 'Tony Award + Winner + Best Featured Actress in a Musical']",499
1030,Fun Home,Musical+Original,33,9,"['Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama League + Nominee + Distinguished Production of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', ""New York Drama Critics' Circle + Winner + Best Musical"", 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding New Off-Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Book of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Winner + Best Actor in a Musical', 'Tony Award + Winner + Best Original Score', 'Tony Award + Winner + Best Book of a Musical', 'Tony Award + Winner + Best Musical', 'Tony Award + Winner + Best Direction of a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Orchestrations']",583
1031,Living on Love,Original,2,0,"['Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance']",16
1032,Doctor Zhivago,Original,2,0,"['Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical']",23
1033,Something Rotten!,Musical+Comedy+Original,36,2,"['Astaire Awards + Nominee + Best Choreographer', 'Astaire Awards + Nominee + Best Male Dancer', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama League + Nominee + Distinguished Production of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Outer Critics Circle + Nominee + Outstanding Book of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Winner + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Costume Design of a Musical']",708
1034,The Visit,Drama+Original,20,1,"['Drama Desk Award + Nominee + Outstanding Set Design', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Winner + Distinguished Performance', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Book of a Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Actress in a Musical']",61
1035,Airline Highway,Musical+Original,8,1,"['Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Play', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', 'Drama League + Nominee + Distinguished Performance', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Lighting Design of a Play']",53
1036,An Act of God,Comedy+One Act+Original,1,0,['Drama Desk Award + Nominee + Outstanding Sound Design of a Play'],76
1037,Penn & Teller On Broadway,Original,0,0,[],41
1038,Amazing Grace,Musical+Original,0,0,[],116
1039,Hamilton,Musical+Original,46,27,"['Astaire Awards + Winner + Outstanding Choreographer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Male Dancer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Drama Desk Award + Winner + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Musical', 'Drama Desk Award + Winner + Outstanding Sound Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Set Design', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Winner + Outstanding Book of a Musical', 'Drama Desk Award + Winner + Outstanding Lyrics', 'Drama Desk Award + Winner + Outstanding Director of a Musical', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Winner + Special Award', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Winner + Distinguished Production of a Musical', 'Drama League + Winner + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Performance', 'Drama League + Nominee + Distinguished Production of a Musical', ""New York Drama Critics' Circle + Winner + Best Musical"", 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Outer Critics Circle + Winner + Outstanding New Score', 'Outer Critics Circle + Winner + Outstanding New Off-Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Winner + Outstanding Book of a Musical', 'Pulitzer Prize + Winner + Pulitzer Prize for Drama', 'Tony Award + Winner + Best Choreography', 'Tony Award + Winner + Best Book of a Musical', 'Tony Award + Winner + Best Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Winner + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Winner + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Winner + Best Costume Design of a Musical', 'Tony Award + Winner + Best Lighting Design of a Musical', 'Tony Award + Winner + Best Direction of a Musical', 'Tony Award + Winner + Best Original Score', 'Tony Award + Winner + Best Orchestrations', 'Tony Award + Winner + Best Actor in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Actor in a Musical']",2190
1040,Spring Awakening,Musical+Revival,18,3,"['Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Choreographer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Female Dancer in a Broadway Show', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Lighting Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Projection Design', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Winner + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical']",135
1041,Old Times,Musical+Revival,0,0,[],64
1042,Fool For Love,Play+Drama+Original,1,0,['Outer Critics Circle + Nominee + Outstanding Revival of a Play'],75
1043,The Gin Game,Play+Revival,1,0,['Drama League + Nominee + Distinguished Revival of a Play'],92
1044,Dames at Sea,Original,9,0,"['Astaire Awards + Nominee + Outstanding Female Dancer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Female Dancer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Choreographer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Tony Award + Nominee + Best Choreography']",85
1045,Sylvia,Comedy+Original,1,0,['Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play'],79
1046,Thérèse Raquin,Musical+Original,4,0,"['Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Tony Award + Nominee + Best Scenic Design of a Play']",75
1047,King Charles III,Play+Revival,12,0,"['Drama Desk Award + Nominee + Outstanding Play', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Tony Award + Nominee + Best Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Nominee + Best Direction of a Play']",103
1048,On Your Feet!,Musical+Original,15,3,"['Astaire Awards + Nominee + Outstanding Female Dancer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Male Dancer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Male Dancer in a Broadway Show', 'Astaire Awards + Winner + Outstanding Choreographer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Winner + Outstanding Choreographer', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Book of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Choreography']",746
1049,Allegiance,Musical+Original,1,0,['Drama Desk Award + Nominee + Outstanding Costume Design of a Musical'],111
1050,Lord of the Dance: Dangerous Games,Original,0,0,[],67
